PERMNO,date,SICCD,TICKER,COMNAM,NAICS,PRC,VOL,RET,SHROUT,vwretd,ewretd,sprtrn
84788,20201130,7370,AMZN,AMAZON COM INC,454110,3168.04004,906431,0.043440,501751,0.123707,0.174412,0.107546
84788,20201231,7370,AMZN,AMAZON COM INC,454110,3256.92993,772710,0.028058,503000,0.045048,0.072853,0.037121
84788,20210129,7370,AMZN,AMAZON COM INC,454110,3206.19995,714131,-0.015576,503565,-0.000631,0.073192,-0.011137
84788,20210226,7370,AMZN,AMAZON COM INC,454110,3092.92993,718570,-0.035328,503598,0.029196,0.067528,0.026091
84788,20210331,7370,AMZN,AMAZON COM INC,454110,3094.08008,779541,0.000372,504000,0.030573,0.012449,0.042439
84788,20210430,7370,AMZN,AMAZON COM INC,454110,3467.41992,766353,0.120663,504324,0.048190,0.016612,0.052425
84788,20210528,7370,AMZN,AMAZON COM INC,454110,3223.07007,749692,-0.070470,504324,0.007092,0.013179,0.005487
84788,20210630,7370,AMZN,AMAZON COM INC,454110,3440.15991,667756,0.067355,506000,0.023422,0.021482,0.022214
84788,20210730,7370,AMZN,AMAZON COM INC,454110,3327.59009,834179,-0.032722,506441,0.011828,-0.033644,0.022748
84788,20210831,7370,AMZN,AMAZON COM INC,454110,3470.79004,628759,0.043034,506441,0.027147,0.018892,0.028990
84788,20210930,7370,AMZN,AMAZON COM INC,454110,3285.04004,622419,-0.053518,507000,-0.042243,-0.028472,-0.047569
84788,20211029,7370,AMZN,AMAZON COM INC,454110,3372.42993,633204,0.026602,507148,0.064657,0.026557,0.069144
84788,20211130,7370,AMZN,AMAZON COM INC,454110,3507.07007,753202,0.039924,507148,-0.018347,-0.046540,-0.008334
84788,20211231,7370,AMZN,AMAZON COM INC,454110,3334.34009,639888,-0.049252,509000,0.033345,-0.001760,0.043613
90319,20120131,7375,GOOG,GOOGLE INC,519130,580.10999,791732,-0.101858,257961,0.054140,0.085342,0.043583
90319,20120229,7375,GOOG,GOOGLE INC,519130,618.25000,512081,0.065746,257961,0.041253,0.036494,0.040589
90319,20120330,7375,GOOG,GOOGLE INC,519130,641.23999,514975,0.037186,259502,0.024039,0.017608,0.031332
90319,20120430,7375,GOOG,GOOGLE INC,519130,604.84998,644306,-0.056749,259979,-0.006840,-0.009106,-0.007497
90319,20120531,7375,GOOG,GOOGLE INC,519130,580.85999,633737,-0.039663,259979,-0.065641,-0.068418,-0.062651
90319,20120629,7375,GOOG,GOOGLE INC,519130,580.07001,503601,-0.001360,261584,0.038181,0.034188,0.039555
90319,20120731,7375,GOOG,GOOGLE INC,519130,632.96997,557831,0.091196,261972,0.010306,-0.003281,0.012598
90319,20120831,7375,GOOG,GOOGLE INC,519130,685.09003,507522,0.082342,261972,0.026336,0.024819,0.019763
90319,20120928,7375,GOOG,GOOGLE INC,519130,754.50000,647954,0.101315,264515,0.026532,0.034925,0.024236
90319,20121031,7375,GOOG,GOOGLE INC,519130,680.29761,767865,-0.098346,264957,-0.014064,-0.013477,-0.019789
90319,20121130,7375,GOOG,GOOGLE INC,519130,698.37000,474687,0.026565,264957,0.006219,0.002790,0.002847
90319,20121231,7375,GOOG,GOOGLE INC,519130,707.38000,444030,0.012901,267448,0.012580,0.021872,0.007068
90319,20130131,7375,GOOG,GOOGLE INC,519130,755.69000,567193,0.068294,267500,0.054189,0.063509,0.050428
90319,20130228,7375,GOOG,GOOGLE INC,519130,801.20001,501759,0.060223,267500,0.008284,0.003491,0.011061
90319,20130328,7375,GOOG,GOOGLE INC,519130,794.18799,464670,-0.008752,270165,0.035320,0.031419,0.035988
90319,20130430,7375,GOOG,GOOGLE INC,519130,824.57001,581493,0.038255,271123,0.014942,0.002477,0.018086
90319,20130531,7375,GOOG,GOOGLE INC,519130,871.21802,536406,0.056573,271123,0.019155,0.023985,0.020763
90319,20130628,7375,GOOG,GOOGLE INC,519130,880.37000,522624,0.010505,273938,-0.015071,-0.013012,-0.014999
90319,20130731,7375,GOOG,GOOGLE INC,519130,887.75000,549294,0.008383,273938,0.052690,0.054898,0.049462
90319,20130830,7375,GOOG,GOOGLE INC,519130,846.90002,365980,-0.046015,273938,-0.025761,-0.017278,-0.031298
90319,20130930,7375,GOOG,GOOGLE INC,519130,875.90997,361648,0.034254,276681,0.037514,0.051828,0.029749
90319,20131031,7375,GOOG,GOOGLE INC,519130,1030.57996,605090,0.176582,276722,0.039908,0.025762,0.044596
90319,20131129,7375,GOOG,GOOGLE INC,519130,1059.58997,292384,0.028149,276722,0.024973,0.023398,0.028049
90319,20131231,7375,GOOG,GOOGLE INC,519130,1120.70996,343998,0.057683,279325,0.026159,0.025240,0.023563
90319,20140131,7375,GOOG,GOOGLE INC,519130,1180.96997,544462,0.053769,279883,-0.030047,-0.001282,-0.035583
90319,20140228,7375,GOOG,GOOGLE INC,519130,1215.65002,406458,0.029366,279883,0.046225,0.044257,0.043117
90319,20140331,7375,GOOG,GOOGLE INC,519130,1114.51001,437178,-0.083198,281557,0.004544,0.001028,0.006932
90319,20140430,7375,GOOGL,GOOGLE INC,519130,534.88000,668562,-0.041640,281668,0.001569,-0.022319,0.006201
90319,20140530,7375,GOOGL,GOOGLE INC,519130,571.65002,414818,0.068744,281668,0.020260,0.006647,0.021030
90319,20140630,7375,GOOGL,GOOGLE INC,519130,584.66998,395524,0.022776,279325,0.027991,0.039501,0.019058
90319,20140731,7375,GOOGL,GOOGLE INC,519130,579.54999,386303,-0.008757,283356,-0.020567,-0.035223,-0.015080
90319,20140829,7375,GOOGL,GOOGLE INC,519130,582.35999,291337,0.004849,283356,0.040225,0.033697,0.037655
90319,20140930,7375,GOOGL,GOOGLE INC,519130,588.40997,354659,0.010389,284674,-0.025209,-0.044988,-0.015514
90319,20141031,7375,GOOGL,GOOGLE INC,519130,567.87000,555098,-0.034908,284816,0.021174,0.014199,0.023201
90319,20141128,7375,GOOGL,GOOGLE INC,519130,549.08002,297813,-0.033089,284816,0.021114,-0.002458,0.024534
90319,20141231,7375,GOOGL,GOOGLE INC,519130,530.65997,545641,-0.033547,286560,-0.003662,-0.000189,-0.004189
90319,20150130,7375,GOOGL,GOOGLE INC,519130,537.54999,528858,0.012984,286938,-0.027207,-0.019073,-0.031041
90319,20150227,7375,GOOGL,GOOGLE INC,519130,562.63000,404272,0.046656,286938,0.055974,0.054120,0.054893
90319,20150331,7375,GOOGL,GOOGLE INC,519130,554.70001,432093,-0.014095,288198,-0.010410,-0.005112,-0.017396
90319,20150430,7375,GOOGL,GOOGLE INC,519190,548.77002,438535,-0.010690,288265,0.008776,0.015127,0.008521
90319,20150529,7375,GOOGL,GOOGLE INC,519190,545.32001,324229,-0.006287,288265,0.010290,0.003970,0.010491
90319,20150630,7375,GOOGL,GOOGLE INC,519190,540.03998,354183,-0.009682,289834,-0.019238,-0.013459,-0.021012
90319,20150731,7375,GOOGL,GOOGLE INC,519190,657.50000,685601,0.217502,289886,0.012110,-0.027130,0.019742
90319,20150831,7375,GOOGL,GOOGLE INC,519190,647.82001,553590,-0.014722,289886,-0.059982,-0.047295,-0.062581
90319,20150930,7375,GOOGL,GOOGLE INC,519190,638.37000,436385,-0.014587,291214,-0.033793,-0.049906,-0.026443
90319,20151030,7375,GOOGL,ALPHABET INC,519190,737.39001,503467,0.155114,291328,0.074006,0.052851,0.082983
90319,20151130,7375,GOOGL,ALPHABET INC,519190,762.84998,375780,0.034527,291328,0.002410,0.007326,0.000505
90319,20151231,7375,GOOGL,ALPHABET INC,519190,778.01001,437061,0.019873,292581,-0.022227,-0.035860,-0.017530
90319,20160129,7375,GOOGL,ALPHABET INC,519190,761.34998,520818,-0.021414,292581,-0.057148,-0.074934,-0.050735
90319,20160229,7375,GOOGL,ALPHABET INC,519190,717.21997,676575,-0.057963,292586,0.000613,0.005564,-0.004128
90319,20160331,7375,GOOGL,ALPHABET INC,519190,762.90002,426873,0.063690,293573,0.070554,0.078181,0.065991
90319,20160429,7375,GOOGL,ALPHABET INC,519190,707.88000,467039,-0.072120,293675,0.011725,0.039818,0.002699
90319,20160531,7375,GOOGL,ALPHABET INC,519190,748.84998,341084,0.057877,293675,0.014354,-0.000584,0.015329
90319,20160630,7375,GOOGL,ALPHABET INC,519190,703.53003,420045,-0.060519,294686,0.002929,0.005847,0.000906
90319,20160729,7375,GOOGL,ALPHABET INC,519190,791.34003,326676,0.124813,294844,0.038849,0.049900,0.035610
90319,20160831,7375,GOOGL,ALPHABET INC,519190,789.84998,288571,-0.001883,294844,0.002806,0.012873,-0.001219
90319,20160930,7375,GOOGL,ALPHABET INC,519190,804.06000,315825,0.017991,295995,0.003015,0.015368,-0.001234
90319,20161031,7375,GOOGL,ALPHABET INC,519190,809.90002,353948,0.007263,296087,-0.021566,-0.039930,-0.019426
90319,20161130,7375,GOOGL,ALPHABET INC,519190,775.88000,483544,-0.042005,296087,0.040543,0.050508,0.034174
90319,20161230,7375,GOOGL,ALPHABET INC,519190,792.45001,343572,0.021356,296992,0.018772,0.015897,0.018201
90319,20170131,7375,GOOGL,ALPHABET INC,519190,820.19000,368415,0.035005,297118,0.022173,0.025937,0.017884
90319,20170228,7375,GOOGL,ALPHABET INC,519190,844.92999,264928,0.030164,297118,0.032623,0.017121,0.037198
90319,20170331,7375,GOOGL,ALPHABET INC,519190,847.79999,345537,0.003397,297600,0.002064,0.006378,-0.000389
90319,20170428,7375,GOOGL,ALPHABET INC,519190,924.52002,287282,0.090493,297629,0.009657,0.003709,0.009091
90319,20170531,7375,GOOGL,ALPHABET INC,519190,987.09003,353735,0.067678,297629,0.009335,-0.011302,0.011576
90319,20170630,7375,GOOGL,ALPHABET INC,519190,929.67999,441852,-0.058161,298043,0.009580,0.022960,0.004814
90319,20170731,7375,GOOGL,ALPHABET INC,519190,945.50000,419271,0.017017,298045,0.020294,0.009082,0.019349
90319,20170831,7375,GOOGL,ALPHABET INC,519190,955.23999,328221,0.010301,298045,0.001593,-0.008726,0.000546
90319,20170929,7375,GOOGL,ALPHABET INC,519190,973.71997,296419,0.019346,298263,0.023758,0.046845,0.019303
90319,20171031,7375,GOOGL,ALPHABET INC,519190,1033.04004,369584,0.060921,298279,0.019294,0.002239,0.022188
90319,20171130,7375,GOOGL,ALPHABET INC,519190,1036.17004,287895,0.003030,298279,0.027260,0.020843,0.028083
90319,20171229,7375,GOOGL,ALPHABET INC,519190,1053.40002,299654,0.016629,298470,0.012129,0.014185,0.009832
90319,20180131,7375,GOOGL,ALPHABET INC,519190,1182.21997,329908,0.122290,298493,0.050638,0.029441,0.056179
90319,20180228,7375,GOOGL,ALPHABET INC,334419,1103.92004,513424,-0.066231,298493,-0.039481,-0.040026,-0.038947
90319,20180329,7375,GOOGL,ALPHABET INC,334419,1037.14001,521337,-0.060494,298652,-0.018445,0.001242,-0.026885
90319,20180430,7375,GOOGL,ALPHABET INC,334419,1018.58002,492690,-0.017895,298656,0.004692,0.008169,0.002719
90319,20180531,7375,GOOGL,ALPHABET INC,334419,1100.00000,370604,0.079935,298656,0.026164,0.034593,0.021608
90319,20180629,7375,GOOGL,ALPHABET INC,334419,1129.18994,402103,0.026536,298895,0.005365,0.002790,0.004842
90319,20180731,7375,GOOGL,ALPHABET INC,334419,1227.21997,417343,0.086814,298914,0.031604,0.006837,0.036022
90319,20180831,7375,GOOGL,ALPHABET INC,334419,1231.80005,343016,0.003732,298914,0.030233,0.019201,0.030263
90319,20180928,7375,GOOGL,ALPHABET INC,334419,1207.07996,359429,-0.020068,298470,0.000425,-0.010332,0.004294
90319,20181031,7375,GOOGL,ALPHABET INC,334419,1090.57996,565498,-0.096514,298971,-0.074045,-0.082375,-0.069403
90319,20181130,7375,GOOGL,ALPHABET INC,334419,1109.65002,393021,0.017486,298971,0.018512,0.000656,0.017859
90319,20181231,7375,GOOGL,ALPHABET INC,334419,1044.95996,428670,-0.058298,299242,-0.089890,-0.099321,-0.091777
90319,20190131,7375,GOOGL,ALPHABET INC,334419,1125.89001,348575,0.077448,299360,0.088294,0.120260,0.078684
90319,20190228,7375,GOOGL,ALPHABET INC,334419,1126.55005,327177,0.000586,299360,0.032724,0.038572,0.029729
90319,20190329,7375,GOOGL,ALPHABET INC,334419,1176.89001,331840,0.044685,299444,0.012962,-0.003908,0.017924
90319,20190430,7375,GOOGL,ALPHABET INC,334419,1198.95996,323732,0.018753,299436,0.037893,0.020355,0.039313
90319,20190531,7375,GOOGL,ALPHABET INC,334419,1106.50000,371283,-0.077117,299436,-0.061679,-0.064571,-0.065778
90319,20190628,7375,GOOGL,ALPHABET INC,334419,1082.80005,356680,-0.021419,299520,0.067279,0.049002,0.068930
90319,20190731,7375,GOOGL,ALPHABET INC,334419,1218.19995,357697,0.125046,299532,0.011854,-0.005245,0.013128
90319,20190830,7375,GOOGL,ALPHABET INC,334419,1190.53003,293308,-0.022714,299532,-0.020339,-0.040001,-0.018092
90319,20190930,7375,GOOGL,ALPHABET INC,334419,1221.14001,262539,0.025711,299624,0.016033,0.017681,0.017181
90319,20191031,7375,GOOGL,ALPHABET INC,334419,1258.80005,311580,0.030840,299628,0.019256,0.006291,0.020432
90319,20191129,7375,GOOGL,ALPHABET INC,334419,1304.08997,263499,0.035979,299628,0.034997,0.026601,0.034047
90319,20191231,7375,GOOGL,ALPHABET INC,334419,1339.39001,283058,0.027069,299828,0.028491,0.044379,0.028590
90319,20200131,7375,GOOGL,ALPHABET INC,334419,1432.78003,335885,0.069726,299895,-0.001728,-0.013334,-0.001628
90319,20200228,7375,GOOGL,ALPHABET INC,334419,1339.25000,416597,-0.065279,299895,-0.077918,-0.069814,-0.084110
90319,20200331,7375,GOOGL,ALPHABET INC,334419,1161.94995,784324,-0.132388,300047,-0.141733,-0.207501,-0.125119
90319,20200430,7375,GOOGL,ALPHABET INC,334419,1346.69995,563778,0.159000,300050,0.129674,0.153868,0.126844
90319,20200529,7375,GOOGL,ALPHABET INC,334419,1433.52002,361684,0.064469,300050,0.053739,0.064070,0.045282
90319,20200630,7375,GOOGL,ALPHABET INC,334419,1418.05005,405959,-0.010792,300221,0.025299,0.057391,0.018388
90319,20200731,7375,GOOGL,ALPHABET INC,334419,1487.94995,409886,0.049293,300471,0.055529,0.040737,0.055101
90319,20200831,7375,GOOGL,ALPHABET INC,334419,1629.53003,306406,0.095151,300471,0.068442,0.038884,0.070065
90319,20200930,7375,GOOGL,ALPHABET INC,334419,1465.59998,416544,-0.100600,300641,-0.035056,-0.027356,-0.039228
90319,20201030,7375,GOOGL,ALPHABET INC,334419,1616.10999,425682,0.102695,300644,-0.020178,0.000584,-0.027666
90319,20201130,7375,GOOGL,ALPHABET INC,334419,1754.40002,314723,0.085570,300644,0.123707,0.174412,0.107546
90319,20201231,7375,GOOGL,ALPHABET INC,334419,1752.64001,303128,-0.001003,300730,0.045048,0.072853,0.037121
90319,20210129,7375,GOOGL,ALPHABET INC,334419,1827.35999,393971,0.042633,300737,-0.000631,0.073192,-0.011137
90319,20210226,7375,GOOGL,ALPHABET INC,334419,2021.91003,337682,0.106465,300737,0.029196,0.067528,0.026091
90319,20210331,7375,GOOGL,ALPHABET INC,334419,2062.52002,376452,0.020085,300747,0.030573,0.012449,0.042439
90319,20210430,7375,GOOGL,ALPHABET INC,334419,2353.50000,349682,0.141080,300747,0.048190,0.016612,0.052425
90319,20210528,7375,GOOGL,ALPHABET INC,334419,2356.85010,300485,0.001423,300747,0.007092,0.013179,0.005487
90319,20210630,7375,GOOGL,ALPHABET INC,334419,2441.79004,271402,0.036040,301040,0.023422,0.021482,0.022214
90319,20210730,7375,GOOGL,ALPHABET INC,334419,2694.53003,303813,0.103506,301085,0.011828,-0.033644,0.022748
90319,20210831,7375,GOOGL,ALPHABET INC,334419,2893.94995,229593,0.074009,301085,0.027147,0.018892,0.028990
90319,20210930,7375,GOOGL,ALPHABET INC,334419,2673.52002,294335,-0.076169,300801,-0.042243,-0.028472,-0.047569
90319,20211029,7375,GOOGL,ALPHABET INC,334419,2960.91992,358389,0.107499,300810,0.064657,0.026557,0.069144
90319,20211130,7375,GOOGL,ALPHABET INC,334419,2837.94995,302354,-0.041531,300810,-0.018347,-0.046540,-0.008334
90319,20211231,7375,GOOGL,ALPHABET INC,334419,2897.04004,308614,0.020821,300737,0.033345,-0.001760,0.043613
91704,20120131,6726,TLH,ISHARES TRUST,525990,133.69000,14783,0.005717,3700,0.054140,0.085342,0.043583
91704,20120229,6726,TLH,ISHARES TRUST,525990,131.45000,13357,-0.014613,3900,0.041253,0.036494,0.040589
91704,20120330,6726,TLH,ISHARES TRUST,525990,127.76000,21000,-0.026081,3300,0.024039,0.017608,0.031332
91704,20120430,6726,TLH,ISHARES TRUST,525990,132.03000,7763,0.035594,3400,-0.006840,-0.009106,-0.007497
91704,20120531,6726,TLH,ISHARES TRUST,525990,138.25000,15073,0.049088,3800,-0.065641,-0.068418,-0.062651
91704,20120629,6726,TLH,ISHARES TRUST,525990,136.63000,17823,-0.009787,4500,0.038181,0.034188,0.039555
91704,20120731,6726,TLH,ISHARES TRUST,525990,139.31000,22933,0.021397,3900,0.010306,-0.003281,0.012598
91704,20120831,6726,TLH,ISHARES TRUST,525990,138.35001,15739,-0.005158,5100,0.026336,0.024819,0.019763
91704,20120928,6726,TLH,ISHARES TRUST,525990,136.74001,13217,-0.010003,4600,0.026532,0.034925,0.024236
91704,20121031,6726,TLH,ISHARES TRUST,525990,136.07001,11683,-0.003218,4400,-0.014064,-0.013477,-0.019789
91704,20121130,6726,TLH,ISHARES TRUST,525990,137.64999,9122,0.013377,4600,0.006219,0.002790,0.002847
91704,20121231,6726,TLH,ISHARES TRUST,525990,134.86000,8641,-0.016950,4500,0.012580,0.021872,0.007068
91704,20130131,6726,TLH,ISHARES TRUST,525990,132.17000,22798,-0.019947,4900,0.054189,0.063509,0.050428
91704,20130228,6726,TLH,ISHARES TRUST,525990,133.50000,26087,0.011773,3200,0.008284,0.003491,0.011061
91704,20130328,6726,TLH,ISHARES TRUST,525990,133.75000,6865,0.003724,3100,0.035320,0.031419,0.035988
91704,20130430,6726,TLH,ISHARES TRUST,525990,136.81000,22964,0.024728,4400,0.014942,0.002477,0.018086
91704,20130531,6726,TLH,ISHARES TRUST,525990,130.66000,23664,-0.043339,3000,0.019155,0.023985,0.020763
91704,20130628,6726,TLH,ISHARES TRUST,525990,126.55000,9546,-0.029615,2800,-0.015071,-0.013012,-0.014999
91704,20130731,6726,TLH,ISHARES TRUST,525990,125.13000,5895,-0.009310,2600,0.052690,0.054898,0.049462
91704,20130830,6726,TLH,ISHARES TRUST,525990,123.67000,8088,-0.009677,2300,-0.025761,-0.017278,-0.031298
91704,20130930,6726,TLH,ISHARES TRUST,525990,125.19000,5886,0.014312,2200,0.037514,0.051828,0.029749
91704,20131031,6726,TLH,ISHARES TRUST,525990,126.22000,4210,0.010112,2200,0.039908,0.025762,0.044596
91704,20131129,6726,TLH,ISHARES TRUST,525990,123.69240,6178,-0.018059,1800,0.024973,0.023398,0.028049
91704,20131231,6726,TLH,ISHARES TRUST,525990,120.92000,4217,-0.018326,1800,0.026159,0.025240,0.023563
91704,20140131,6726,TLH,ISHARES TRUST,525990,125.86000,3758,0.040853,1800,-0.030047,-0.001282,-0.035583
91704,20140228,6726,TLH,ISHARES TRUST,525990,126.29000,7502,0.005326,1900,0.046225,0.044257,0.043117
91704,20140331,6726,TLH,ISHARES TRUST,525990,126.12000,10865,0.000371,1900,0.004544,0.001028,0.006932
91704,20140430,6726,TLH,ISHARES TRUST,525990,127.31000,7136,0.011295,2300,0.001569,-0.022319,0.006201
91704,20140530,6726,TLH,ISHARES TRUST,525990,129.84000,14574,0.021716,2200,0.020260,0.006647,0.021030
91704,20140630,6726,TLH,ISHARES TRUST,525990,129.22000,6511,-0.002848,2300,0.027991,0.039501,0.019058
91704,20140731,6726,TLH,ISHARES TRUST,525990,129.06000,4651,0.000635,2200,-0.020567,-0.035223,-0.015080
91704,20140829,6726,TLH,ISHARES TRUST,525990,132.24001,4122,0.026617,2400,0.040225,0.033697,0.037655
91704,20140930,6726,TLH,ISHARES TRUST,525990,130.28000,6230,-0.012997,2400,-0.025209,-0.044988,-0.015514
91704,20141031,6726,TLH,ISHARES TRUST,525990,132.38000,18863,0.017967,2500,0.021174,0.014199,0.023201
91704,20141128,6726,TLH,ISHARES TRUST,525990,133.75000,9583,0.012124,2700,0.021114,-0.002458,0.024534
91704,20141231,6726,TLH,ISHARES TRUST,525990,135.17000,12291,0.014190,2700,-0.003662,-0.000189,-0.004189
91704,20150130,6726,TLH,ISHARES TRUST,525990,141.86000,9995,0.049493,3100,-0.027207,-0.019073,-0.031041
91704,20150227,6726,TLH,ISHARES TRUST,525990,137.53999,10597,-0.028759,3300,0.055974,0.054120,0.054893
91704,20150331,6726,TLH,ISHARES TRUST,525990,138.57001,11153,0.009093,3100,-0.010410,-0.005112,-0.017396
91704,20150430,6726,TLH,ISHARES TRUST,525990,136.81000,6274,-0.010968,3100,0.008776,0.015127,0.008521
91704,20150529,6726,TLH,ISHARES TRUST,525990,135.86740,15843,-0.005144,3400,0.010290,0.003970,0.010491
91704,20150630,6726,TLH,ISHARES TRUST,525990,132.92000,15285,-0.019889,3000,-0.019238,-0.013459,-0.021012
91704,20150731,6726,TLH,ISHARES TRUST,525990,135.99001,7317,0.024932,2900,0.012110,-0.027130,0.019742
91704,20150831,6726,TLH,ISHARES TRUST,525990,135.02000,14542,-0.005344,3300,-0.059982,-0.047295,-0.062581
91704,20150930,6726,TLH,ISHARES TRUST,525990,137.25999,13756,0.018294,3700,-0.033793,-0.049906,-0.026443
91704,20151030,6726,TLH,ISHARES TRUST,525990,135.95599,9339,-0.007780,4000,0.074006,0.052851,0.082983
91704,20151130,6726,TLH,ISHARES TRUST,525990,135.17999,9942,-0.003936,3600,0.002410,0.007326,0.000505
91704,20151231,6726,TLH,ISHARES TRUST,525990,134.21001,8111,-0.003604,3300,-0.022227,-0.035860,-0.017530
91704,20160129,6726,TLH,ISHARES TRUST,525990,139.17999,21813,0.037031,4400,-0.057148,-0.074934,-0.050735
91704,20160229,6726,TLH,ISHARES TRUST,525990,141.53999,29469,0.018543,6200,0.000613,0.005564,-0.004128
91704,20160331,6726,TLH,ISHARES TRUST,525990,141.52000,19535,0.001291,5900,0.070554,0.078181,0.065991
91704,20160429,6726,TLH,ISHARES TRUST,525990,140.77000,28507,-0.003760,5900,0.011725,0.039818,0.002699
91704,20160531,6726,TLH,ISHARES TRUST,525990,140.95000,15531,0.002903,5800,0.014354,-0.000584,0.015329
91704,20160630,6726,TLH,ISHARES TRUST,525990,146.60001,61975,0.041767,7700,0.002929,0.005847,0.000906
91704,20160729,6726,TLH,ISHARES TRUST,525990,147.34000,35120,0.006565,5800,0.038849,0.049900,0.035610
91704,20160831,6726,TLH,ISHARES TRUST,525990,145.48000,14134,-0.011181,5300,0.002806,0.012873,-0.001219
91704,20160930,6726,TLH,ISHARES TRUST,525990,144.82001,12514,-0.003153,5200,0.003015,0.015368,-0.001234
91704,20161031,6726,TLH,ISHARES TRUST,525990,141.33000,6404,-0.022760,5100,-0.021566,-0.039930,-0.019426
91704,20161130,6726,TLH,ISHARES TRUST,525990,133.73000,22908,-0.052376,4200,0.040543,0.050508,0.034174
91704,20161230,6726,TLH,ISHARES TRUST,525990,132.92999,15778,-0.002990,3700,0.018772,0.015897,0.018201
91704,20170131,6726,TLH,ISHARES TRUST,525990,133.53999,9345,0.004589,3600,0.022173,0.025937,0.017884
91704,20170228,6726,TLH,ISHARES TRUST,525990,134.80000,9634,0.010929,4000,0.032623,0.017121,0.037198
91704,20170331,6726,TLH,ISHARES TRUST,525990,134.41000,9248,-0.001553,3900,0.002064,0.006378,-0.000389
91704,20170428,6726,TLH,ISHARES TRUST,525990,135.95000,6605,0.012935,3900,0.009657,0.003709,0.009091
91704,20170531,6726,TLH,ISHARES TRUST,525990,137.02000,6981,0.009387,3700,0.009335,-0.011302,0.011576
91704,20170630,6726,TLH,ISHARES TRUST,525990,136.39999,5593,-0.003018,3500,0.009580,0.022960,0.004814
91704,20170731,6726,TLH,ISHARES TRUST,525990,136.33000,6928,0.000993,3700,0.020294,0.009082,0.019349
91704,20170831,6726,TLH,ISHARES TRUST,525990,138.97000,4956,0.020913,3800,0.001593,-0.008726,0.000546
91704,20170929,6726,TLH,ISHARES TRUST,525990,136.42999,12603,-0.016757,4500,0.023758,0.046845,0.019303
91704,20171031,6726,TLH,ISHARES TRUST,525990,136.10001,12619,-0.000897,3900,0.019294,0.002239,0.022188
91704,20171130,6726,TLH,ISHARES TRUST,525990,135.67999,15469,-0.001477,3700,0.027260,0.020843,0.028083
91704,20171229,6726,TLH,ISHARES TRUST,525990,136.00999,5723,0.005743,3600,0.012129,0.014185,0.009832
91704,20180131,6726,TLH,ISHARES TRUST,525990,132.47000,7066,-0.026027,3700,0.050638,0.029441,0.056179
91704,20180228,6726,TLH,ISHARES TRUST,525990,130.19000,15252,-0.015628,3900,-0.039481,-0.040026,-0.038947
91704,20180329,6726,TLH,ISHARES TRUST,525990,132.28000,7765,0.017590,4000,-0.018445,0.001242,-0.026885
91704,20180430,6726,TLH,ISHARES TRUST,525990,129.95000,5768,-0.016026,4100,0.004692,0.008169,0.002719
91704,20180531,6726,TLH,ISHARES TRUST,525990,131.27000,14789,0.011933,4400,0.026164,0.034593,0.021608
91704,20180629,6726,TLH,ISHARES TRUST,525990,131.37000,7438,0.002704,4500,0.005365,0.002790,0.004842
91704,20180731,6726,TLH,ISHARES TRUST,525990,129.96001,6497,-0.008834,4400,0.031604,0.006837,0.036022
91704,20180831,6726,TLH,ISHARES TRUST,525990,131.24001,6448,0.011828,4500,0.030233,0.019201,0.030263
91704,20180928,6726,TLH,ISHARES TRUST,525990,128.57001,6174,-0.018383,4600,0.000425,-0.010332,0.004294
91704,20181031,6726,TLH,ISHARES TRUST,525990,126.93000,18651,-0.010807,5200,-0.074045,-0.082375,-0.069403
91704,20181130,6726,TLH,ISHARES TRUST,525990,128.75999,7706,0.016544,5200,0.018512,0.000656,0.017859
91704,20181231,6726,TLH,ISHARES TRUST,525990,133.50999,31574,0.040800,6800,-0.089890,-0.099321,-0.091777
91704,20190131,6726,TLH,ISHARES TRUST,525990,134.10001,25679,0.004419,6700,0.088294,0.120260,0.078684
91704,20190228,6726,TLH,ISHARES TRUST,525990,132.75000,11563,-0.007993,7000,0.032724,0.038572,0.029729
91704,20190329,6726,TLH,ISHARES TRUST,525990,137.64000,14773,0.038784,7100,0.012962,-0.003908,0.017924
91704,20190430,6726,TLH,ISHARES TRUST,525990,135.73000,19432,-0.011817,7300,0.037893,0.020355,0.039313
91704,20190531,6726,TLH,ISHARES TRUST,525990,141.72000,15803,0.046190,7700,-0.061679,-0.064571,-0.065778
91704,20190628,6726,TLH,ISHARES TRUST,525990,143.12000,33525,0.011898,7900,0.067279,0.049002,0.068930
91704,20190731,6726,TLH,ISHARES TRUST,525990,143.27000,20841,0.003053,7300,0.011854,-0.005245,0.013128
91704,20190830,6726,TLH,ISHARES TRUST,525990,152.50000,25186,0.066376,7300,-0.020339,-0.040001,-0.018092
91704,20190930,6726,TLH,ISHARES TRUST,525990,149.48000,32578,-0.018001,7800,0.016033,0.017681,0.017181
91704,20191031,6726,TLH,ISHARES TRUST,525990,148.49001,47121,-0.004886,8400,0.019256,0.006291,0.020432
91704,20191129,6726,TLH,ISHARES TRUST,525990,147.09500,29707,-0.007650,7100,0.034997,0.026601,0.034047
91704,20191231,6726,TLH,ISHARES TRUST,525990,143.61000,17271,-0.019813,6700,0.028491,0.044379,0.028590
91704,20200131,6726,TLH,ISHARES TRUST,525990,151.86000,20943,0.057447,6600,-0.001728,-0.013334,-0.001628
91704,20200228,6726,TLH,ISHARES TRUST,525990,158.88000,19787,0.047863,6800,-0.077918,-0.069814,-0.084110
